id,date,city/town,distance,location_description,latitude,longitude,geolocation,hazard_type,landslide_type,landslide_size,trigger,storm_name,injuries,fatalities
4531,09/02/2012,Fairview,21.80213,,39.5828,-111.1921,"(39.582799999999999, -111.1921)",Landslide,Debris flow,Medium,Downpour,,,
4532,09/02/2012,Fairview,22.92807,,39.572,-111.1821,"(39.572000000000003, -111.18210000000001)",Landslide,Debris flow,Medium,Downpour,,,
4533,09/02/2012,Fairview,23.82853,,39.561,-111.1754,"(39.561, -111.1754)",Landslide,Debris flow,Medium,Downpour,,,
4534,09/02/2012,Mount Pleasant,24.64059,,39.5479,-111.1688,"(39.547899999999998, -111.1688)",Landslide,Debris flow,Medium,Downpour,,,
4543,09/07/2012,Petit Valley,1.84331,,10.6943,-61.5175,"(10.6943, -61.517499999999998)",Landslide,Mudslide,Medium,Downpour,,,
4558,9/16/12,Port-of-Spain,2.54016,,10.6771,-61.4982,"(10.677099999999999, -61.498199999999997)",Landslide,Landslide,Medium,Downpour,,,
4568,9/18/12,East Ridge,1.24635,,35.0203,-85.2634,"(35.020299999999999, -85.263400000000004)",Landslide,Landslide,Medium,Downpour,,,
4575,9/27/12,Laporte,18.34452,,40.5733,-105.343,"(40.573300000000003, -105.343)",Landslide,Landslide,Medium,Downpour,,,
4576,9/27/12,Estes Park,37.11379,,40.7067,-105.5951,"(40.706699999999998, -105.5951)",Landslide,Landslide,Medium,Downpour,,,
4583,10/07/2012,San Agustín,6.84683,,1.8702,-76.2146,"(1.8702000000000001, -76.214600000000004)",Landslide,Landslide,Large,Downpour,,,10
4588,10/17/12,Yuracyacu,8.89799,,-6.0082,-77.2506,"(-6.0082000000000004, -77.250600000000006)",Landslide,Landslide,Large,Downpour,,,13
4593,10/23/12,Daniel Flores,4.89954,,9.363,-83.6344,"(9.3629999999999995, -83.634399999999999)",Landslide,Landslide,Medium,Tropical cyclone,Tropical Storm Sandy,,
4599,10/30/12,Woodstock,14.34429,,44.1009,-71.6322,"(44.100900000000003, -71.632199999999997)",Landslide,Landslide,Medium,Tropical cyclone,Hurricane Sandy,,1
4600,10/30/12,West Mifflin,0.14473,,40.3647,-79.8666,"(40.364699999999999, -79.866600000000005)",Landslide,Landslide,Medium,Tropical cyclone,Hurricane Sandy,,
4604,11/01/2012,Brackenridge,2.08818,,40.6268,-79.7383,"(40.626800000000003, -79.738299999999995)",Landslide,Landslide,Medium,Rain,,,
4606,11/02/2012,Pittsburgh,3.07837,,40.4479,-80.0309,"(40.447899999999997, -80.030900000000003)",Landslide,Landslide,Medium,Tropical cyclone,Hurricane Sandy,,
4613,11/14/12,Lake Lure,4.23278,,35.4401,-82.249,"(35.440100000000001, -82.248999999999995)",Landslide,Landslide,Medium,Rain,,,
4632,11/25/12,Colón,0.16894,,9.36,-79.9001,"(9.36, -79.900099999999995)",Landslide,Landslide,Medium,Rain,,,2
4634,11/27/12,Moore Town,3.1793,,18.1041,-76.414,"(18.104099999999999, -76.414000000000001)",Landslide,Landslide,Medium,Rain,,,
4637,11/28/12,San Calixto,11.19714,,8.4683,-73.2843,"(8.4682999999999993, -73.284300000000002)",Landslide,Landslide,Large,Rain,,,
4647,12/02/2012,McCall,41.54001,,45.2462,-116.3322,"(45.246200000000002, -116.3322)",Landslide,Landslide,Medium,Rain,,,
4655,12/05/2012,Puerto Plata,1.19636,,19.7827,-70.6871,"(19.782699999999998, -70.687100000000001)",Landslide,Landslide,Medium,Rain,,,
4672,12/21/12,Pittsburgh,1.33115,,40.4324,-80.0073,"(40.432400000000001, -80.007300000000001)",Landslide,Landslide,Medium,Rain,,,
4678,12/25/12,Roxborough,7.87263,,11.2027,-60.6372,"(11.2027, -60.6372)",Landslide,Landslide,Medium,Rain,,,
4679,12/25/12,Roxborough,7.47816,,11.3176,-60.5841,"(11.317600000000001, -60.584099999999999)",Landslide,Landslide,Medium,Rain,,,
4680,12/25/12,Roxborough,8.24676,,11.3169,-60.55,"(11.3169, -60.55)",Landslide,Landslide,Medium,Rain,,,
4688,12/29/12,Gigante,0.93184,Above road,2.7664,-75.0741,"(2.7664, -75.074100000000001)",Landslide,Landslide,Medium,Mining digging,,7,5
4710,1/13/13,Guelph,12.17933,,43.6187,-80.1432,"(43.618699999999997, -80.143199999999993)",Landslide,Mudslide,Medium,Rain,,,
4711,1/13/13,Mount Vernon,1.23577,,38.0145,-84.4953,"(38.014499999999998, -84.4953)",Landslide,Landslide,Medium,Rain,,,
4712,1/14/13,Lexington,2.4114,,37.9745,-84.4985,"(37.974499999999999, -84.498500000000007)",Landslide,Landslide,Medium,Rain,,,
4714,1/15/13,Mars Hill,0.0455,,35.8269,-82.5494,"(35.826900000000002, -82.549400000000006)",Landslide,Mudslide,Medium,Rain,,,
4715,1/15/13,Maggie Valley,5.63904,,35.519,-83.1598,"(35.518999999999998, -83.159800000000004)",Landslide,Mudslide,Medium,Rain,,,
4716,1/15/13,Knoxville,5.53703,,35.9205,-83.9572,"(35.920499999999997, -83.9572)",Landslide,Landslide,Medium,Rain,,,
4717,1/16/13,Cherokee,13.86023,,35.5898,-83.373,"(35.589799999999997, -83.373000000000005)",Landslide,Landslide,Medium,Rain,,,
4719,1/16/13,Monmouth Beach,0.09035,,40.3312,-73.9816,"(40.331200000000003, -73.9816)",Landslide,Landslide,Medium,Downpour,,,
4720,1/16/13,Woodfin,4.29814,,35.6706,-82.5955,"(35.6706, -82.595500000000001)",Landslide,Landslide,Medium,Rain,,,
4721,1/16/13,Jellico,13.77073,,36.5539,-83.9789,"(36.553899999999999, -83.978899999999996)",Landslide,Mudslide,Medium,Rain,,,
4723,1/17/13,Robbinsville,20.45203,,35.3368,-84.0317,"(35.336799999999997, -84.031700000000001)",Landslide,Landslide,Large,Rain,,,
4724,1/17/13,Pittsburgh,2.64611,,40.4239,-80.0181,"(40.423900000000003, -80.018100000000004)",Landslide,Mudslide,Medium,Rain,,,
4725,1/18/13,Maggie Valley,1.07913,,35.5278,-83.0992,"(35.527799999999999, -83.099199999999996)",Landslide,Mudslide,Medium,Rain,,,
4730,1/24/13,Balao,16.34404,,-2.9591,-79.6754,"(-2.9590999999999998, -79.675399999999996)",Landslide,Landslide,Large,Rain,,17,10
4742,1/30/13,Hindman,1.63625,,37.345,-82.995,"(37.344999999999999, -82.995000000000005)",Landslide,Landslide,Medium,Rain,,,
4760,2/20/13,LeChee,31.6121,Above road,36.6468,-111.633,"(36.646799999999999, -111.633)",Landslide,Landslide,Medium,Unknown,,,
4771,03/12/2013,West Easton,1.78114,Other,40.6634,-75.231,"(40.663400000000003, -75.230999999999995)",Landslide,Landslide,Medium,Downpour,,,0
4776,3/18/13,Nicholasville,11.48269,,37.8868,-84.4427,"(37.886800000000001, -84.442700000000002)",Landslide,Landslide,Medium,Rain,,,
4789,3/28/13,Santana,0.1702,,-0.0568,-51.1818,"(-0.056800000000000003, -51.181800000000003)",Landslide,Landslide,Medium,Other,,,6
4802,04/10/2013,Herriman,9.5519,,40.5366,-112.1418,"(40.5366, -112.1418)",Landslide,Landslide,Very_large,Mining digging,,,0
4804,4/15/13,Murrysville,4.82123,,40.469,-79.6774,"(40.469000000000001, -79.677400000000006)",Landslide,Landslide,Medium,Downpour,,,0
4805,4/17/13,Pikeville,3.38725,,37.4996,-82.4902,"(37.499600000000001, -82.490200000000002)",Landslide,Landslide,Medium,Rain,,,
4806,4/17/13,Iowa City,1.40658,,41.6737,-91.5322,"(41.673699999999997, -91.532200000000003)",Landslide,Mudslide,Medium,Rain,,,
4807,4/17/13,Loyall,1.40599,,36.8529,-83.3698,"(36.852899999999998, -83.369799999999998)",Landslide,Landslide,Medium,Rain,,,
4809,4/17/13,Harlan,0.94084,,36.8502,-83.316,"(36.850200000000001, -83.316000000000003)",Landslide,Landslide,Medium,Rain,,,
4810,4/18/13,Granville,2.1294,,41.2581,-89.2025,"(41.258099999999999, -89.202500000000001)",Landslide,Mudslide,Medium,Rain,,,
4811,4/18/13,East Peoria,2.39991,Urban area,40.6535,-89.5556,"(40.653500000000001, -89.555599999999998)",Landslide,Mudslide,Small,Rain,,,
4821,4/23/13,Esmeraldas,21.26652,,0.7793,-79.5864,"(0.77929999999999999, -79.586399999999998)",Landslide,Landslide,Large,Rain,,,14
4822,4/25/13,Marshall,6.68251,,35.8568,-82.6957,"(35.8568, -82.695700000000002)",Landslide,Landslide,Medium,Rain,,,
4824,4/26/13,Scarborough,6.35974,,11.1954,-60.6764,"(11.195399999999999, -60.676400000000001)",Landslide,Landslide,Large,Rain,,,
4828,4/29/13,Glouster,2.06907,,39.485,-82.079,"(39.484999999999999, -82.078999999999994)",Landslide,Landslide,Medium,Rain,,,
4829,4/29/13,Cove Creek,2.06558,,35.6172,-83.0299,"(35.617199999999997, -83.029899999999998)",Landslide,Landslide,Medium,Rain,,,
4830,4/30/13,Clermont,0.39179,,28.5529,-81.7737,"(28.552900000000001, -81.773700000000005)",Landslide,Mudslide,Medium,Rain,,,
4835,05/06/2013,Black Mountain,0.17766,,35.6194,-82.3219,"(35.619399999999999, -82.321899999999999)",Landslide,Mudslide,Medium,Rain,,,1
4837,05/06/2013,Lenoir,12.88531,,35.9974,-81.6384,"(35.997399999999999, -81.638400000000004)",Landslide,Landslide,Medium,Rain,,,
4838,05/06/2013,Canton,4.10329,,35.5429,-82.7938,"(35.542900000000003, -82.793800000000005)",Landslide,Landslide,Medium,Rain,,,
4839,05/06/2013,Fruitland,5.76576,,35.4462,-82.3746,"(35.446199999999997, -82.374600000000001)",Landslide,Mudslide,Medium,Rain,,,
4841,05/07/2013,Ludlow,4.02153,,39.1267,-84.5319,"(39.1267, -84.531899999999993)",Landslide,Landslide,Medium,Rain,,,
4842,05/07/2013,Pineville,12.36833,,36.731,-83.5619,"(36.731000000000002, -83.561899999999994)",Landslide,Mudslide,Medium,Rain,,,
4843,05/07/2013,Canton,4.10329,,35.5429,-82.7938,"(35.542900000000003, -82.793800000000005)",Landslide,Mudslide,Medium,Rain,,,
4844,05/07/2013,Lake Lure,0.23032,,35.4299,-82.2055,"(35.429900000000004, -82.205500000000001)",Landslide,Landslide,Medium,Rain,,,
4850,05/08/2013,Bryson City,6.61994,,35.3884,-83.4985,"(35.388399999999997, -83.498500000000007)",Landslide,Landslide,Medium,Rain,,,
4862,5/13/13,Cruz Bay,2.79535,,18.3477,-64.7736,"(18.3477, -64.773600000000002)",Landslide,Mudslide,Medium,Rain,,,
4863,5/13/13,Jellico,15.98301,,36.6195,-83.9526,"(36.619500000000002, -83.952600000000004)",Landslide,Landslide,Medium,Downpour,,,
4866,5/15/13,Black Mountain,7.32191,,35.6357,-82.2434,"(35.6357, -82.243399999999994)",Landslide,Mudslide,Medium,Rain,,,
4868,5/19/13,Dawsonville,12.44051,,34.3426,-84.0226,"(34.342599999999997, -84.022599999999997)",Landslide,Landslide,Medium,Rain,,,
4871,5/22/13,Tigerville,7.92482,,35.0972,-82.448,"(35.097200000000001, -82.447999999999993)",Landslide,Landslide,Medium,Rain,,,
4872,5/22/13,West Saint Paul,1.89742,Bluff,44.9179,-93.1255,"(44.917900000000003, -93.125500000000002)",Landslide,Rockfall,Medium,Rain,,2,2
4874,5/26/13,Tepeji de Ocampo,0.64483,,19.9006,-99.3417,"(19.900600000000001, -99.341700000000003)",Landslide,Landslide,Large,Rain,,,7
4877,5/27/13,Hannibal,1.97078,,39.7245,-91.3681,"(39.724499999999999, -91.368099999999998)",Landslide,Landslide,Medium,Rain,,,0
4879,5/28/13,Portobelo,2.67409,,9.5676,-79.6667,"(9.5676000000000005, -79.666700000000006)",Landslide,Landslide,Medium,Downpour,,,0
4880,5/28/13,Margarita,0.7476,,9.3381,-79.8897,"(9.3381000000000007, -79.889700000000005)",Landslide,Landslide,Medium,Downpour,,,0
4881,5/28/13,Colón,0.20365,,9.3581,-79.9029,"(9.3581000000000003, -79.902900000000002)",Landslide,Landslide,Medium,Downpour,,,0
4884,5/29/13,Quincy,2.38934,,39.9141,-91.411,"(39.914099999999998, -91.411000000000001)",Landslide,Landslide,Small,Downpour,,,0
4886,5/29/13,Camillus,2.5486,,43.0266,-76.3302,"(43.026600000000002, -76.330200000000005)",Landslide,Mudslide,Small,Downpour,,,0
4890,5/31/13,Cayambe,45.69792,,-0.1193,-77.7668,"(-0.1193, -77.766800000000003)",Landslide,Landslide,Medium,Downpour,,,0
4893,06/01/2013,Lead,1.39751,,44.3507,-103.7826,"(44.350700000000003, -103.7826)",Landslide,Mudslide,Small,Rain,,,0
4902,06/06/2013,Camillus,2.5486,,43.0266,-76.3302,"(43.026600000000002, -76.330200000000005)",Landslide,Mudslide,Small,Downpour,,,0
4907,06/07/2013,Old Mystic,0.78631,,41.386,-71.9558,"(41.386000000000003, -71.955799999999996)",Landslide,Mudslide,Small,Tropical cyclone,Andrea,,0
4909,06/10/2013,Philadelphia,1.27824,,39.942,-75.1572,"(39.942, -75.157200000000003)",Landslide,Mudslide,Medium,Downpour,,,0
4918,6/13/13,Loyall,2.3688,,36.8406,-83.3765,"(36.840600000000002, -83.376499999999993)",Landslide,Mudslide,Medium,Rain,,,0
4919,6/14/13,Tunapuna,2.63186,,10.6501,-61.4004,"(10.6501, -61.400399999999998)",Landslide,Landslide,Small,Downpour,,,0
4922,6/16/13,Middleburgh,1.41843,Above road,42.5889,-74.32,"(42.588900000000002, -74.319999999999993)",Landslide,Mudslide,Small,Rain,,,0
4935,6/17/13,Camillus,2.5486,,43.0266,-76.3302,"(43.026600000000002, -76.330200000000005)",Landslide,Mudslide,Small,Downpour,,,0
4961,6/18/13,Williamstown,8.90467,,44.1047,-72.4328,"(44.104700000000001, -72.4328)",Landslide,Landslide,Small,Rain,,,0
4971,6/23/13,Waukon,23.47684,,43.3656,-91.218,"(43.365600000000001, -91.218000000000004)",Landslide,Mudslide,Medium,Downpour,,,0
4972,6/23/13,Frankfort,17.52573,,43.1925,-75.021,"(43.192500000000003, -75.021000000000001)",Landslide,Mudslide,Small,Downpour,,,0
4973,6/24/13,Boscobel,2.89624,,43.1604,-90.7085,"(43.160400000000003, -90.708500000000001)",Landslide,Mudslide,Medium,Downpour,,,0
4977,6/24/13,Prairie du Chien,12.86889,,43.1674,-91.1351,"(43.167400000000001, -91.135099999999994)",Landslide,Landslide,Medium,Rain,,,0
4980,6/25/13,Caledonia,24.86266,,43.5735,-91.2006,"(43.573500000000003, -91.200599999999994)",Landslide,Rockfall,Medium,Downpour,,,
4985,6/26/13,Camillus,2.5486,,43.0266,-76.3302,"(43.026600000000002, -76.330200000000005)",Landslide,Mudslide,Small,Downpour,,,0
4986,6/26/13,Seymour,2.68314,,44.8504,-91.4372,"(44.8504, -91.437200000000004)",Landslide,Mudslide,Small,Downpour,,,0
4989,6/27/13,Pottsville,0.10261,,40.6864,-76.1962,"(40.686399999999999, -76.196200000000005)",Landslide,Mudslide,Small,Downpour,,,0
4992,6/27/13,Binghamton,2.11425,,42.1144,-75.9324,"(42.114400000000003, -75.932400000000001)",Landslide,Mudslide,Small,Rain,,,0
4994,6/28/13,Laporte,25.57232,,40.6784,-105.4323,"(40.678400000000003, -105.4323)",Landslide,Mudslide,Medium,Downpour,,,0
4998,6/29/13,Duquesne,0.89493,,40.3892,-79.8627,"(40.389200000000002, -79.862700000000004)",Landslide,Landslide,Medium,Unknown,,,0
5003,07/01/2013,Manitou Springs,0.4097,,38.8634,-104.917,"(38.863399999999999, -104.917)",Landslide,Mudslide,Medium,Downpour,,,0
5004,07/01/2013,Dayton,1.11204,,39.1226,-84.4756,"(39.122599999999998, -84.4756)",Landslide,Mudslide,Small,Downpour,,,0
5008,07/01/2013,Hazelwood,11.16865,,35.4134,-83.1068,"(35.413400000000003, -83.106800000000007)",Landslide,Landslide,Small,Downpour,,,0
5009,07/01/2013,Sylva,4.59472,,35.4059,-83.2578,"(35.405900000000003, -83.257800000000003)",Landslide,Landslide,Medium,Downpour,,,0
5010,07/01/2013,Carnot-Moon,1.51482,,40.5287,-80.2054,"(40.528700000000001, -80.205399999999997)",Landslide,Landslide,Small,Downpour,,,0
5018,07/03/2013,Cave Spring,5.42545,,37.1995,-80.0628,"(37.1995, -80.062799999999996)",Landslide,Landslide,Medium,Rain,,,0
5019,07/04/2013,Asheville,2.03173,,35.6092,-82.534,"(35.609200000000001, -82.534000000000006)",Landslide,Landslide,Medium,Flooding,,,0
5020,07/04/2013,Cody,1.13439,,44.5199,-109.0676,"(44.5199, -109.0676)",Landslide,Mudslide,Medium,Rain,,,0
5025,07/04/2013,Woodfin,5.02716,,35.6508,-82.5308,"(35.650799999999997, -82.530799999999999)",Landslide,Landslide,Small,Continuous rain,,,0
5026,07/04/2013,Asheville,4.34897,,35.6255,-82.5166,"(35.625500000000002, -82.516599999999997)",Landslide,Landslide,Medium,Downpour,,,
5027,07/04/2013,Woodfin,5.14161,,35.6425,-82.5264,"(35.642499999999998, -82.526399999999995)",Landslide,Landslide,Medium,Downpour,,,
5028,07/04/2013,Asheville,1.27543,,35.6057,-82.5412,"(35.605699999999999, -82.541200000000003)",Landslide,Landslide,Medium,Downpour,,,
5029,07/04/2013,Woodfin,4.03738,,35.6369,-82.5377,"(35.636899999999997, -82.537700000000001)",Landslide,Landslide,Medium,Downpour,,,
5030,07/04/2013,Blowing Rock,11.48809,,36.0518,-81.6019,"(36.0518, -81.601900000000001)",Landslide,Landslide,Medium,Downpour,,,0
5031,07/04/2013,Brevard,18.50736,,35.078,-82.808,"(35.078000000000003, -82.808000000000007)",Landslide,Landslide,Small,Rain,,,0
5033,07/05/2013,Granite,9.12556,,40.5749,-111.6983,"(40.5749, -111.6983)",Landslide,Landslide,Medium,Downpour,,,0
5035,07/05/2013,Granite,10.78115,,40.5765,-111.6788,"(40.576500000000003, -111.6788)",Landslide,Landslide,Medium,Downpour,,,0
5038,07/06/2013,Cedar Hills,2.64441,,40.4338,-111.741,"(40.433799999999998, -111.741)",Landslide,Landslide,Small,Downpour,,,0
5041,07/06/2013,Highland,5.32884,,40.4445,-111.7078,"(40.444499999999998, -111.70780000000001)",Landslide,Mudslide,Small,Downpour,,,0
5042,07/06/2013,Cedar Hills,7.08894,,40.4467,-111.6867,"(40.4467, -111.6867)",Landslide,Mudslide,Medium,Downpour,,,0
5046,07/06/2013,Ilion,0.85072,,43.0091,-75.0289,"(43.009099999999997, -75.028899999999993)",Landslide,Mudslide,Small,Rain,,,0
5048,07/07/2013,Jackson,7.39282,,37.4892,-83.3601,"(37.489199999999997, -83.360100000000003)",Landslide,Mudslide,Small,Continuous rain,,,0
5055,07/07/2013,Blowing Rock,1.05589,,36.1316,-81.6885,"(36.131599999999999, -81.688500000000005)",Landslide,Landslide,Small,Downpour,,,0
5059,07/08/2013,Questa,21.76837,,36.7025,-105.3514,"(36.702500000000001, -105.3514)",Landslide,Mudslide,Medium,Downpour,,,0
5060,07/08/2013,Morrisville,5.55677,,42.8868,-75.5741,"(42.886800000000001, -75.574100000000001)",Landslide,Mudslide,Small,Downpour,,,0
5061,07/08/2013,Jackson,7.44703,,37.489,-83.3588,"(37.488999999999997, -83.358800000000002)",Landslide,Landslide,Medium,Unknown,,,0
5067,07/09/2013,Soroa,11.87914,,22.7943,-83.1322,"(22.7943, -83.132199999999997)",Landslide,Landslide,Medium,Downpour,,,0
5070,07/10/2013,Colorado City,13.17259,,37.9532,-104.9848,"(37.953200000000002, -104.98480000000001)",Landslide,Mudslide,Medium,Rain,,,0
5071,07/10/2013,Manitou Springs,2.43897,,38.8759,-104.9362,"(38.875900000000001, -104.9362)",Landslide,Mudslide,Medium,Rain,,,0
5077,07/10/2013,Manitou Springs,0.4097,,38.8634,-104.917,"(38.863399999999999, -104.917)",Landslide,Mudslide,Medium,Downpour,,,0
5078,07/11/2013,Logan,7.51462,,37.8024,-81.9312,"(37.802399999999999, -81.931200000000004)",Landslide,Landslide,Medium,Rain,,,0
5080,07/12/2013,Laporte,14.72352,,40.6893,-105.291,"(40.689300000000003, -105.291)",Landslide,Mudslide,Medium,Downpour,,,0
5081,07/12/2013,Laporte,20.26585,,40.6558,-105.3742,"(40.655799999999999, -105.3742)",Landslide,Landslide,Small,Downpour,,,0
5083,07/12/2013,Summerlin South,30.37462,,36.2629,-115.6158,"(36.262900000000002, -115.61579999999999)",Landslide,Debris flow,Medium,Rain,,,0
5089,07/12/2013,Laporte,4.00974,,40.6489,-105.1748,"(40.648899999999998, -105.1748)",Landslide,Mudslide,Small,Downpour,,,0
5090,07/12/2013,Charleston,5.79774,,38.4006,-81.6171,"(38.400599999999997, -81.617099999999994)",Landslide,Mudslide,Medium,Rain,,,0
5104,7/14/13,Gamewell,9.34488,,35.9242,-81.6747,"(35.924199999999999, -81.674700000000001)",Landslide,Mudslide,Medium,Rain,,,0
5105,7/15/13,Newland,1.41898,,36.0748,-81.9243,"(36.074800000000003, -81.924300000000002)",Landslide,Landslide,Medium,Rain,,,0
5109,7/16/13,Mountain Village,10.80667,,37.9693,-107.9697,"(37.969299999999997, -107.9697)",Landslide,Mudslide,Medium,Rain,,,
5110,7/16/13,Mountain Village,15.04331,,37.9935,-108.0086,"(37.993499999999997, -108.0086)",Landslide,Mudslide,Medium,Downpour,,,0
5111,7/16/13,Alpine,1.82493,,40.4678,-111.7679,"(40.467799999999997, -111.7679)",Landslide,Mudslide,Medium,Rain,,,0
5113,7/16/13,Lehi,1.7526,,40.4074,-111.8509,"(40.407400000000003, -111.8509)",Landslide,Mudslide,Small,Rain,,,0
5114,7/16/13,Highland,5.27973,,40.4905,-111.7377,"(40.490499999999997, -111.7377)",Landslide,Mudslide,Small,Rain,,,0
5115,7/16/13,Ferron,21.43097,,38.9231,-111.2493,"(38.923099999999998, -111.24930000000001)",Landslide,Mudslide,Medium,Downpour,,,0
5116,7/16/13,Highland,3.86093,,40.4788,-111.7448,"(40.4788, -111.7448)",Landslide,Mudslide,Small,Downpour,,,0
5121,7/17/13,Snowmass Village,27.54476,,39.0715,-107.1995,"(39.0715, -107.1995)",Landslide,Mudslide,Medium,Downpour,,,0
5124,7/17/13,West Yellowstone,51.55941,,45.0432,-110.732,"(45.043199999999999, -110.732)",Landslide,Mudslide,Medium,Downpour,,,0
5125,7/18/13,Page,28.51122,,37.1629,-111.373,"(37.1629, -111.373)",Landslide,Debris flow,Medium,Downpour,,,0
5127,7/18/13,Estes Park,13.74294,,40.3364,-105.6744,"(40.336399999999998, -105.67440000000001)",Landslide,Landslide,Medium,Rain,,,0
5128,7/18/13,Florencia,15.16116,,1.7417,-75.6568,"(1.7417, -75.656800000000004)",Landslide,Landslide,Medium,Downpour,,10,6
5131,7/18/13,Palisade,0.73594,,39.1168,-108.3523,"(39.116799999999998, -108.3523)",Landslide,Mudslide,Medium,Downpour,,,0
5132,7/18/13,Minturn,3.19723,,39.5672,-106.4031,"(39.5672, -106.40309999999999)",Landslide,Mudslide,Medium,Downpour,,,0
5133,7/18/13,Snowmass Village,27.05169,,39.0718,-107.1928,"(39.071800000000003, -107.19280000000001)",Landslide,Mudslide,Medium,Downpour,,,0
5134,7/18/13,Carbondale,24.70278,,39.1808,-107.2396,"(39.180799999999998, -107.2396)",Landslide,Mudslide,Medium,Downpour,,,0
5137,7/19/13,Eagar,39.22402,,33.7576,-109.2835,"(33.757599999999996, -109.2835)",Landslide,Landslide,Small,Downpour,,,0
5141,7/20/13,Questa,4.75219,,36.6918,-105.544,"(36.691800000000001, -105.544)",Landslide,Mudslide,Medium,Rain,,,0
5156,7/22/13,Idyllwild,7.79933,,33.7165,-116.6396,"(33.716500000000003, -116.6396)",Landslide,Mudslide,Medium,Downpour,,,0
5172,7/23/13,Monroeville,1.19691,,40.4213,-79.774,"(40.421300000000002, -79.774000000000001)",Landslide,Landslide,Small,Rain,,,0
5173,7/23/13,Monroeville,1.67287,,40.4252,-79.8071,"(40.425199999999997, -79.807100000000005)",Landslide,Landslide,Small,Rain,,,0
5174,7/23/13,White Oak,1.50672,,40.3493,-79.8003,"(40.349299999999999, -79.800299999999993)",Landslide,Landslide,Small,Downpour,,,0
5175,7/23/13,White Oak,1.8001,,40.3444,-79.79,"(40.3444, -79.790000000000006)",Landslide,Landslide,Small,Downpour,,,0
5185,7/24/13,Powhatan Point,21.79988,,39.7447,-80.6094,"(39.744700000000002, -80.609399999999994)",Landslide,Mudslide,Small,Downpour,,,
5186,7/24/13,Logan,5.91065,,37.8228,-81.9348,"(37.822800000000001, -81.934799999999996)",Landslide,Landslide,Medium,Downpour,,,
5188,7/25/13,Powhatan Point,7.63247,,39.8033,-80.7651,"(39.8033, -80.765100000000004)",Landslide,Mudslide,Medium,Rain,,,0
5190,7/25/13,Chesapeake,7.84336,,38.2213,-81.4467,"(38.221299999999999, -81.446700000000007)",Landslide,Landslide,Small,Downpour,,,0
5191,7/25/13,Laporte,13.16549,,40.6937,-105.2659,"(40.6937, -105.2659)",Landslide,Mudslide,Small,Downpour,,,0
5192,7/25/13,Áquira,3.14201,,2.6752,-75.6447,"(2.6751999999999998, -75.6447)",Landslide,Rockfall,Medium,Rain,,,5
5212,7/27/13,Hickory,0.9757,,35.7244,-81.3408,"(35.724400000000003, -81.340800000000002)",Landslide,Mudslide,Small,Rain,,,0
5216,7/27/13,Millers Creek,17.74135,,36.2204,-81.4311,"(36.220399999999998, -81.431100000000001)",Landslide,Landslide,Medium,Rain,,,
5219,7/28/13,Laporte,19.55437,,40.6875,-105.3546,"(40.6875, -105.3546)",Landslide,Mudslide,Medium,Downpour,,,
5221,7/28/13,Laporte,12.14412,,40.6124,-105.2801,"(40.612400000000001, -105.2801)",Landslide,Mudslide,Medium,Downpour,,,
5229,7/28/13,Paonia,2.33014,,38.8815,-107.6129,"(38.881500000000003, -107.6129)",Landslide,Debris flow,Small,Downpour,,,0
5242,7/31/13,Jasper,5.0514,,34.5117,-84.444,"(34.511699999999998, -84.444000000000003)",Landslide,Mudslide,Medium,Rain,,,
5243,7/31/13,Jasper,4.33442,,34.463,-84.4759,"(34.463000000000001, -84.475899999999996)",Landslide,Mudslide,Medium,Rain,,,
5245,08/01/2013,Fairhope,0.73828,,30.5279,-87.9085,"(30.527899999999999, -87.908500000000004)",Landslide,Landslide,Small,Rain,,,0
5246,08/01/2013,Margarita,0.7674,,9.3248,-79.8867,"(9.3247999999999998, -79.886700000000005)",Landslide,Mudslide,Medium,Downpour,,,4
5248,08/01/2013,Mount Pleasant,26.0676,,39.5166,-111.1548,"(39.516599999999997, -111.15479999999999)",Landslide,Mudslide,Small,Downpour,,,0
5249,08/01/2013,Mount Pleasant,25.7509,,39.5366,-111.1562,"(39.5366, -111.1562)",Landslide,Debris flow,Small,Rain,,,0
5299,08/09/2013,Manitou Springs,1.60621,,38.854,-104.9342,"(38.853999999999999, -104.9342)",Landslide,Debris flow,Medium,Rain,,,1
5318,8/13/13,Coal Run Village,10.79203,,37.4598,-82.6605,"(37.459800000000001, -82.660499999999999)",Landslide,Mudslide,Small,Downpour,,,0
5319,8/13/13,New Martinsville,24.21776,,39.6926,-80.5823,"(39.692599999999999, -80.582300000000004)",Landslide,Landslide,Small,Downpour,,,0
5345,8/17/13,Andalusia,1.69766,,31.3077,-86.5011,"(31.307700000000001, -86.501099999999994)",Landslide,Landslide,Small,Tropical cyclone,Utor,,
5350,8/18/13,Summerlin South,23.60286,,36.2423,-115.5421,"(36.2423, -115.5421)",Landslide,Debris flow,Medium,Downpour,,,0
5351,8/18/13,Pahrump,31.0066,,36.2566,-115.6442,"(36.256599999999999, -115.6442)",Landslide,Debris flow,Medium,Downpour,,,0
5385,8/22/13,Alpine,1.96154,,40.4679,-111.765,"(40.4679, -111.765)",Landslide,Mudslide,Medium,Downpour,,,0
5387,8/23/13,Bear Rocks,3.0665,,40.1504,-79.4592,"(40.150399999999998, -79.459199999999996)",Landslide,Mudslide,Medium,Downpour,,,0
